id_docente,asignatura,semestre,numero_estudiantes,puntaje_claridad,puntaje_metodologia,puntaje_evaluacion,comentario,tendencia_desempeno
Docente_24,Ingeniería de Software,2023-2,37,4.3,4.2,3.0,Explica muy bien los temas.,Estable
Docente_41,Matemáticas Básicas,2023-1,43,4.0,5.0,3.9,Se podría mejorar un poco el material de estudio.,Mejora
Docente_22,Estructuras de Datos,2020-1,24,3.8,3.7,3.5,"No explica bien, me siento perdido.",Estable
Docente_49,Bases de Datos,2021-2,40,2.8,2.9,3.1,Se nota que sabe mucho de la materia.,Estable
Docente_40,Bases de Datos,2020-1,31,4.3,4.2,4.1,Se podría mejorar un poco el material de estudio.,Estable
Docente_4,Matemáticas Básicas,2023-1,26,3.1,3.8,2.6,La clase es muy aburrida y monótona.,Estable
Docente_40,Matemáticas Básicas,2022-2,26,3.6,3.7,4.0,Los talleres son muy útiles para aprender.,Estable
Docente_42,Estructuras de Datos,2020-2,32,3.5,3.8,4.3,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_9,Bases de Datos,2021-2,32,3.8,4.1,3.7,La clase es muy dinámica y entretenida.,Estable
Docente_42,Inteligencia Artificial,2021-2,39,3.1,3.6,3.7,La clase estuvo bien.,Estable
Docente_21,Bases de Datos,2022-1,31,1.6,2.9,3.4,Los temas son difíciles pero se entienden.,En riesgo
Docente_28,Bases de Datos,2020-1,17,3.8,2.9,3.8,Se podría mejorar un poco el material de estudio.,Estable
Docente_23,Inteligencia Artificial,2023-2,31,1.8,3.8,3.0,Cumple con el programa.,En riesgo
Docente_8,Inteligencia Artificial,2022-1,29,4.0,4.6,3.8,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_24,Ética Profesional,2020-2,21,4.1,4.7,3.8,La clase estuvo bien.,Mejora
Docente_6,Matemáticas Básicas,2023-1,43,5.0,4.5,4.7,Se nota que sabe mucho de la materia.,Mejora
Docente_19,Matemáticas Básicas,2020-2,20,4.0,3.9,4.5,Cumple con el programa.,Estable
Docente_8,Ingeniería de Software,2021-1,30,4.0,4.8,4.4,Se nota que sabe mucho de la materia.,Mejora
Docente_14,Estructuras de Datos,2020-1,24,3.5,3.7,4.3,"No explica bien, me siento perdido.",Estable
Docente_44,Estructuras de Datos,2021-1,30,4.5,4.1,3.7,Se podría mejorar un poco el material de estudio.,Estable
Docente_27,Inteligencia Artificial,2020-1,24,3.9,3.1,4.1,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_5,Matemáticas Básicas,2021-2,41,3.4,4.6,3.6,No resuelve las dudas de los estudiantes.,Estable
Docente_42,Bases de Datos,2023-1,33,2.3,1.9,1.0,Los parciales no tienen nada que ver con lo visto en clase.,En riesgo
Docente_42,Ingeniería de Software,2022-2,30,3.6,4.0,3.6,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_43,Ingeniería de Software,2023-2,29,4.1,3.7,3.8,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_37,Programación Orientada a Objetos,2022-1,20,5.0,4.0,4.9,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_17,Programación Orientada a Objetos,2023-2,26,4.3,4.4,4.4,Resuelve las dudas con mucha paciencia.,Mejora
Docente_50,Ética Profesional,2020-1,19,4.2,3.8,4.3,Se podría mejorar un poco el material de estudio.,Estable
Docente_19,Inteligencia Artificial,2021-1,34,3.5,3.3,4.4,Los talleres son muy útiles para aprender.,Estable
Docente_46,Estructuras de Datos,2022-1,20,3.9,4.3,4.5,Se nota que sabe mucho de la materia.,Mejora
Docente_46,Ingeniería de Software,2021-1,20,4.8,4.5,5.0,La clase es muy dinámica y entretenida.,Mejora
Docente_8,Matemáticas Básicas,2022-2,33,3.9,4.3,4.2,Se nota que sabe mucho de la materia.,Mejora
Docente_29,Bases de Datos,2022-2,20,3.5,5.0,5.0,La clase es muy dinámica y entretenida.,Mejora
Docente_36,Ingeniería de Software,2020-1,36,3.9,4.4,3.3,Los temas son difíciles pero se entienden.,Estable
Docente_23,Programación Orientada a Objetos,2022-2,29,2.3,3.1,1.2,Cumple con el programa.,En riesgo
Docente_11,Estructuras de Datos,2022-1,18,4.9,4.9,5.0,Explica muy bien los temas.,Mejora
Docente_26,Inteligencia Artificial,2021-1,45,5.0,4.5,4.0,La clase estuvo bien.,Mejora
Docente_21,Programación Orientada a Objetos,2020-1,38,3.9,4.4,4.1,Llega tarde a las clases frecuentemente.,Estable
Docente_33,Bases de Datos,2022-1,30,4.0,3.5,2.9,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_49,Estructuras de Datos,2021-1,40,3.3,4.1,3.1,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_47,Inteligencia Artificial,2022-2,37,1.6,3.9,2.2,La clase es muy aburrida y monótona.,En riesgo
Docente_47,Inteligencia Artificial,2020-1,19,2.9,3.5,2.7,Los temas son difíciles pero se entienden.,En riesgo
Docente_36,Matemáticas Básicas,2022-1,15,4.8,4.3,5.0,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_40,Ética Profesional,2021-2,29,3.0,3.5,3.6,Se podría mejorar un poco el material de estudio.,Estable
Docente_6,Bases de Datos,2020-1,34,4.8,5.0,4.4,Los temas son difíciles pero se entienden.,Mejora
Docente_13,Estructuras de Datos,2021-2,40,4.7,3.7,3.8,Cumple con el programa.,Estable
Docente_13,Matemáticas Básicas,2020-2,32,4.2,3.0,3.7,La clase es muy aburrida y monótona.,Estable
Docente_44,Ingeniería de Software,2020-2,31,5.0,4.6,4.0,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_13,Inteligencia Artificial,2022-2,34,2.2,2.7,2.7,"El profesor es normal, ni muy bueno ni muy malo.",En riesgo
Docente_33,Matemáticas Básicas,2022-2,27,2.0,3.7,3.2,Califica de forma injusta.,En riesgo
Docente_46,Ética Profesional,2023-1,26,4.7,4.8,4.8,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_24,Matemáticas Básicas,2022-1,26,4.0,4.4,3.9,Los talleres son muy útiles para aprender.,Mejora
Docente_20,Inteligencia Artificial,2020-2,21,2.2,4.5,3.0,La clase es muy aburrida y monótona.,Estable
Docente_48,Inteligencia Artificial,2023-2,24,5.0,4.8,4.7,Se nota que sabe mucho de la materia.,Mejora
Docente_47,Inteligencia Artificial,2023-1,19,1.7,2.6,1.8,"El profesor es normal, ni muy bueno ni muy malo.",En riesgo
Docente_39,Matemáticas Básicas,2021-1,21,4.1,3.8,4.4,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_31,Ética Profesional,2022-2,17,4.4,4.1,4.5,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_49,Inteligencia Artificial,2020-2,15,3.6,3.9,4.2,"No explica bien, me siento perdido.",Estable
Docente_41,Bases de Datos,2023-1,20,4.1,4.2,3.2,Llega tarde a las clases frecuentemente.,Estable
Docente_30,Ingeniería de Software,2021-1,21,3.9,5.0,3.6,Los talleres son muy útiles para aprender.,Estable
Docente_25,Bases de Datos,2023-2,16,1.5,2.8,1.7,Llega tarde a las clases frecuentemente.,En riesgo
Docente_38,Bases de Datos,2023-2,32,3.3,3.8,3.9,La clase es muy aburrida y monótona.,Estable
Docente_15,Matemáticas Básicas,2020-1,19,5.0,3.5,4.2,Resuelve las dudas con mucha paciencia.,Mejora
Docente_20,Ingeniería de Software,2023-2,18,4.6,3.5,3.9,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_27,Programación Orientada a Objetos,2023-2,44,3.5,4.1,4.7,Se podría mejorar un poco el material de estudio.,Mejora
Docente_42,Programación Orientada a Objetos,2020-1,18,4.6,3.6,3.5,Cumple con el programa.,Estable
Docente_32,Matemáticas Básicas,2022-2,33,4.1,2.6,4.0,Califica de forma injusta.,Estable
Docente_37,Inteligencia Artificial,2022-1,35,1.8,2.6,1.4,Los temas son difíciles pero se entienden.,En riesgo
Docente_31,Ingeniería de Software,2020-2,26,3.2,1.4,2.5,Cumple con el programa.,En riesgo
Docente_47,Estructuras de Datos,2020-1,42,4.1,4.9,4.9,Resuelve las dudas con mucha paciencia.,Mejora
Docente_11,Estructuras de Datos,2020-1,19,4.4,3.8,3.8,Los temas son difíciles pero se entienden.,Estable
Docente_30,Ingeniería de Software,2021-1,26,2.9,3.4,3.8,Califica de forma injusta.,En riesgo
Docente_4,Bases de Datos,2022-2,28,3.8,3.1,3.3,Se podría mejorar un poco el material de estudio.,Estable
Docente_4,Bases de Datos,2022-1,31,1.0,2.1,1.2,Los temas son difíciles pero se entienden.,En riesgo
Docente_5,Estructuras de Datos,2021-2,39,5.0,4.8,4.5,Los temas son difíciles pero se entienden.,Mejora
Docente_12,Ética Profesional,2020-2,34,3.9,4.4,4.0,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_11,Estructuras de Datos,2022-2,42,4.4,4.5,4.1,Los talleres son muy útiles para aprender.,Mejora
Docente_44,Ética Profesional,2022-1,23,2.6,2.3,2.4,Los temas son difíciles pero se entienden.,En riesgo
Docente_45,Ingeniería de Software,2022-2,18,3.0,3.6,4.1,Llega tarde a las clases frecuentemente.,Estable
Docente_38,Bases de Datos,2021-1,15,3.2,4.2,3.3,Resuelve las dudas con mucha paciencia.,Estable
Docente_34,Bases de Datos,2022-2,39,4.1,4.4,4.0,Califica de forma injusta.,Estable
Docente_27,Bases de Datos,2021-1,18,3.5,3.3,4.6,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_10,Estructuras de Datos,2021-2,41,2.7,2.5,2.2,No resuelve las dudas de los estudiantes.,En riesgo
Docente_36,Estructuras de Datos,2020-2,28,2.8,3.2,1.0,La clase estuvo bien.,En riesgo
Docente_5,Matemáticas Básicas,2021-1,44,4.3,3.9,4.5,Explica muy bien los temas.,Mejora
Docente_31,Bases de Datos,2022-1,37,3.8,4.0,3.5,Se podría mejorar un poco el material de estudio.,Estable
Docente_9,Ética Profesional,2023-2,43,3.9,3.9,3.9,Falta mucha pedagogía.,Estable
Docente_34,Ética Profesional,2022-2,20,4.0,3.9,3.4,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_2,Ingeniería de Software,2020-2,22,4.7,4.4,4.4,Se nota que sabe mucho de la materia.,Mejora
Docente_45,Programación Orientada a Objetos,2021-2,24,1.7,2.6,2.5,Califica de forma injusta.,En riesgo
Docente_14,Programación Orientada a Objetos,2020-2,28,4.1,3.9,3.8,Se podría mejorar un poco el material de estudio.,Mejora
Docente_49,Ética Profesional,2020-2,17,1.8,2.9,2.0,"No explica bien, me siento perdido.",En riesgo
Docente_50,Inteligencia Artificial,2023-1,16,4.9,4.7,4.0,La clase es muy dinámica y entretenida.,Mejora
Docente_7,Matemáticas Básicas,2020-1,30,3.5,4.4,4.4,La clase es muy dinámica y entretenida.,Estable
Docente_17,Matemáticas Básicas,2020-2,24,3.8,4.3,3.7,Explica muy bien los temas.,Estable
Docente_49,Matemáticas Básicas,2020-2,44,4.4,3.8,3.2,Falta mucha pedagogía.,Estable
Docente_14,Estructuras de Datos,2021-2,20,3.8,3.7,4.1,Se podría mejorar un poco el material de estudio.,Estable
Docente_2,Matemáticas Básicas,2021-1,42,4.3,4.6,3.9,Cumple con el programa.,Estable
Docente_38,Bases de Datos,2022-2,20,3.4,3.7,3.8,No resuelve las dudas de los estudiantes.,Estable
Docente_50,Ingeniería de Software,2021-2,31,3.2,3.8,2.9,"El profesor es normal, ni muy bueno ni muy malo.",En riesgo
Docente_5,Matemáticas Básicas,2020-1,31,1.8,3.8,3.2,No resuelve las dudas de los estudiantes.,En riesgo
Docente_46,Programación Orientada a Objetos,2022-1,20,3.8,3.5,3.7,Llega tarde a las clases frecuentemente.,Estable
Docente_1,Ingeniería de Software,2020-2,44,2.7,2.1,1.4,No resuelve las dudas de los estudiantes.,En riesgo
Docente_33,Ética Profesional,2023-2,26,3.0,4.0,3.5,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_12,Inteligencia Artificial,2020-2,20,3.6,4.1,3.9,Se podría mejorar un poco el material de estudio.,Estable
Docente_25,Inteligencia Artificial,2021-2,31,3.0,4.7,1.8,No resuelve las dudas de los estudiantes.,En riesgo
Docente_27,Matemáticas Básicas,2022-2,18,2.4,3.2,2.0,La clase estuvo bien.,En riesgo
Docente_8,Estructuras de Datos,2021-1,30,3.0,3.4,3.3,Se podría mejorar un poco el material de estudio.,Estable
Docente_46,Bases de Datos,2020-1,17,2.6,2.3,2.1,Los parciales no tienen nada que ver con lo visto en clase.,En riesgo
Docente_32,Matemáticas Básicas,2023-1,24,4.0,5.0,4.0,La clase estuvo bien.,Mejora
Docente_39,Ingeniería de Software,2022-1,36,2.4,1.5,3.0,La clase estuvo bien.,En riesgo
Docente_15,Estructuras de Datos,2023-1,24,3.8,4.9,3.9,"No explica bien, me siento perdido.",Estable
Docente_13,Ética Profesional,2020-2,43,2.5,2.6,2.5,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_31,Ingeniería de Software,2022-2,20,4.0,2.8,4.0,Explica muy bien los temas.,Estable
Docente_44,Inteligencia Artificial,2020-2,27,3.3,4.8,4.2,La clase es muy aburrida y monótona.,Estable
Docente_34,Ingeniería de Software,2020-2,18,4.7,3.7,3.8,Se nota que sabe mucho de la materia.,Mejora
Docente_26,Inteligencia Artificial,2020-2,38,4.2,3.2,3.7,Los talleres son muy útiles para aprender.,Estable
Docente_5,Bases de Datos,2021-2,25,3.2,3.4,2.4,No resuelve las dudas de los estudiantes.,En riesgo
Docente_39,Ética Profesional,2023-1,18,3.7,4.9,4.2,La clase es muy dinámica y entretenida.,Mejora
Docente_28,Ingeniería de Software,2023-2,23,4.2,3.4,4.1,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_38,Bases de Datos,2023-1,26,3.7,4.3,4.7,La clase estuvo bien.,Mejora
Docente_43,Estructuras de Datos,2023-1,30,4.1,4.7,4.6,No resuelve las dudas de los estudiantes.,Estable
Docente_18,Programación Orientada a Objetos,2023-2,18,1.4,2.2,2.6,La clase es muy aburrida y monótona.,En riesgo
Docente_17,Inteligencia Artificial,2023-2,22,2.9,3.5,3.7,Resuelve las dudas con mucha paciencia.,Estable
Docente_2,Matemáticas Básicas,2020-1,41,3.5,3.6,3.1,Se nota que sabe mucho de la materia.,Estable
Docente_32,Ingeniería de Software,2020-1,20,3.6,3.5,2.7,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_39,Ingeniería de Software,2022-2,19,3.6,3.7,3.7,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_40,Estructuras de Datos,2020-2,39,4.3,3.9,3.5,Se nota que sabe mucho de la materia.,Estable
Docente_43,Ética Profesional,2023-2,40,4.7,4.2,3.5,La clase es muy aburrida y monótona.,Estable
Docente_13,Bases de Datos,2023-2,30,2.0,1.6,2.4,Cumple con el programa.,En riesgo
Docente_17,Estructuras de Datos,2022-2,40,4.1,4.4,4.5,Cumple con el programa.,Mejora
Docente_35,Matemáticas Básicas,2020-1,28,5.0,4.8,3.8,"Excelente profesor, muy claro.",Mejora
Docente_25,Inteligencia Artificial,2022-2,42,2.9,4.3,3.8,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_29,Inteligencia Artificial,2020-1,16,4.4,5.0,4.0,Se nota que sabe mucho de la materia.,Mejora
Docente_36,Ingeniería de Software,2022-1,43,4.5,4.5,4.6,Se podría mejorar un poco el material de estudio.,Mejora
Docente_11,Inteligencia Artificial,2023-1,19,3.9,5.0,3.3,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_46,Inteligencia Artificial,2023-2,39,2.1,3.3,1.9,La clase es muy aburrida y monótona.,En riesgo
Docente_37,Ingeniería de Software,2023-2,36,3.4,3.9,4.6,Llega tarde a las clases frecuentemente.,Estable
Docente_44,Estructuras de Datos,2023-2,30,4.9,4.8,4.9,Cumple con el programa.,Mejora
Docente_11,Estructuras de Datos,2020-1,27,3.2,4.9,3.9,Cumple con el programa.,Estable
Docente_32,Estructuras de Datos,2023-1,34,1.1,2.6,1.9,Los temas son difíciles pero se entienden.,En riesgo
Docente_23,Ética Profesional,2022-1,25,4.2,4.1,4.1,"Excelente profesor, muy claro.",Estable
Docente_2,Estructuras de Datos,2020-1,19,3.5,3.3,3.4,Se podría mejorar un poco el material de estudio.,Estable
Docente_23,Ética Profesional,2020-1,39,3.5,3.7,3.0,Los temas son difíciles pero se entienden.,Estable
Docente_25,Matemáticas Básicas,2023-1,26,3.8,4.0,4.6,Se podría mejorar un poco el material de estudio.,Estable
Docente_27,Bases de Datos,2020-1,36,4.6,3.6,3.8,La clase estuvo bien.,Estable
Docente_16,Programación Orientada a Objetos,2022-1,33,3.2,3.9,3.9,Se nota que sabe mucho de la materia.,Estable
Docente_45,Matemáticas Básicas,2022-1,18,4.1,4.3,4.1,Los talleres son muy útiles para aprender.,Mejora
Docente_11,Matemáticas Básicas,2022-2,16,2.2,3.0,1.8,La clase estuvo bien.,En riesgo
Docente_43,Ética Profesional,2023-1,33,3.5,4.4,3.8,No resuelve las dudas de los estudiantes.,Estable
Docente_27,Bases de Datos,2020-1,37,4.8,4.8,4.3,La clase estuvo bien.,Mejora
Docente_38,Matemáticas Básicas,2022-2,27,4.0,4.3,4.0,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_25,Bases de Datos,2020-2,40,4.1,3.8,4.2,Califica de forma injusta.,Estable
Docente_7,Ingeniería de Software,2021-2,25,3.4,4.4,3.2,Califica de forma injusta.,Estable
Docente_33,Ética Profesional,2022-2,20,3.6,2.2,3.6,Falta mucha pedagogía.,Estable
Docente_20,Bases de Datos,2023-1,21,3.9,4.1,3.4,Califica de forma injusta.,Estable
Docente_41,Ética Profesional,2020-2,41,3.3,3.8,3.3,Llega tarde a las clases frecuentemente.,Estable
Docente_14,Bases de Datos,2022-1,16,3.8,3.5,4.2,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_37,Inteligencia Artificial,2021-2,34,3.7,4.5,3.7,Se nota que sabe mucho de la materia.,Estable
Docente_46,Ética Profesional,2020-2,33,3.6,3.7,4.3,Los temas son difíciles pero se entienden.,Estable
Docente_18,Matemáticas Básicas,2023-2,28,4.1,4.7,4.3,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_23,Ética Profesional,2020-2,35,2.9,3.7,4.2,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_33,Ética Profesional,2022-1,28,3.3,3.1,3.4,Llega tarde a las clases frecuentemente.,Estable
Docente_21,Programación Orientada a Objetos,2023-1,27,3.2,3.9,4.7,Cumple con el programa.,Estable
Docente_40,Estructuras de Datos,2023-2,36,2.5,2.2,2.9,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_36,Programación Orientada a Objetos,2020-1,35,4.6,5.0,4.5,Se podría mejorar un poco el material de estudio.,Mejora
Docente_34,Ética Profesional,2021-1,33,4.6,4.6,4.0,La clase estuvo bien.,Mejora
Docente_14,Ingeniería de Software,2023-2,23,5.0,4.6,4.8,Los temas son difíciles pero se entienden.,Mejora
Docente_35,Ética Profesional,2023-1,44,4.4,5.0,4.3,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_47,Ingeniería de Software,2020-1,31,4.3,5.0,5.0,La clase es muy dinámica y entretenida.,Mejora
Docente_24,Inteligencia Artificial,2021-1,22,3.9,4.0,3.4,Resuelve las dudas con mucha paciencia.,Estable
Docente_48,Ingeniería de Software,2022-1,42,4.7,3.2,4.5,"No explica bien, me siento perdido.",Estable
Docente_27,Bases de Datos,2020-2,35,2.8,2.0,1.7,No resuelve las dudas de los estudiantes.,En riesgo
Docente_27,Bases de Datos,2022-1,35,3.8,4.0,5.0,Se nota que sabe mucho de la materia.,Mejora
Docente_17,Ingeniería de Software,2021-2,27,5.0,4.4,5.0,La clase es muy dinámica y entretenida.,Mejora
Docente_8,Programación Orientada a Objetos,2021-2,15,4.3,3.6,3.7,La clase estuvo bien.,Estable
Docente_20,Inteligencia Artificial,2023-2,32,4.4,4.6,4.2,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_28,Ingeniería de Software,2020-1,21,3.4,4.3,3.7,Los talleres son muy útiles para aprender.,Estable
Docente_18,Programación Orientada a Objetos,2020-1,23,4.1,4.6,4.5,Cumple con el programa.,Estable
Docente_43,Estructuras de Datos,2021-1,35,4.5,4.0,3.8,"Excelente profesor, muy claro.",Estable
Docente_47,Inteligencia Artificial,2020-1,16,4.0,4.1,4.9,Se nota que sabe mucho de la materia.,Estable
Docente_21,Estructuras de Datos,2022-1,42,1.0,4.0,1.4,La clase es muy aburrida y monótona.,En riesgo
Docente_27,Bases de Datos,2020-2,27,3.9,3.7,3.6,Resuelve las dudas con mucha paciencia.,Estable
Docente_16,Matemáticas Básicas,2020-2,31,4.0,3.3,4.0,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_50,Estructuras de Datos,2022-1,30,4.5,4.7,4.1,"Excelente profesor, muy claro.",Mejora
Docente_16,Estructuras de Datos,2020-2,39,3.5,4.7,4.4,Los temas son difíciles pero se entienden.,Estable
Docente_22,Ética Profesional,2023-1,40,4.4,4.9,4.2,Se podría mejorar un poco el material de estudio.,Mejora
Docente_48,Programación Orientada a Objetos,2023-1,21,2.8,4.3,3.6,Resuelve las dudas con mucha paciencia.,Estable
Docente_7,Programación Orientada a Objetos,2021-2,23,3.0,4.2,2.8,La clase es muy aburrida y monótona.,Estable
Docente_27,Bases de Datos,2020-1,30,4.2,4.4,4.0,Llega tarde a las clases frecuentemente.,Estable
Docente_24,Ingeniería de Software,2020-2,25,3.6,4.2,2.4,Llega tarde a las clases frecuentemente.,Estable
Docente_28,Inteligencia Artificial,2021-2,45,5.0,5.0,4.7,Resuelve las dudas con mucha paciencia.,Mejora
Docente_10,Bases de Datos,2023-2,37,4.0,4.7,3.0,Se podría mejorar un poco el material de estudio.,Estable
Docente_20,Matemáticas Básicas,2020-1,41,4.8,5.0,3.4,Se podría mejorar un poco el material de estudio.,Mejora
Docente_43,Ética Profesional,2020-1,37,4.2,4.6,4.4,La clase estuvo bien.,Estable
Docente_17,Estructuras de Datos,2023-1,24,3.4,4.3,4.8,Se podría mejorar un poco el material de estudio.,Estable
Docente_44,Matemáticas Básicas,2021-2,42,4.0,5.0,3.6,La clase estuvo bien.,Mejora
Docente_25,Matemáticas Básicas,2023-1,44,4.8,4.5,3.3,Resuelve las dudas con mucha paciencia.,Mejora
Docente_20,Matemáticas Básicas,2021-2,24,3.9,4.6,5.0,La clase es muy dinámica y entretenida.,Mejora
Docente_11,Inteligencia Artificial,2022-2,43,3.9,3.2,4.4,"No explica bien, me siento perdido.",Estable
Docente_3,Bases de Datos,2020-2,41,3.8,5.0,3.0,Califica de forma injusta.,Estable
Docente_31,Ingeniería de Software,2023-1,44,4.1,3.8,3.7,Los temas son difíciles pero se entienden.,Estable
Docente_46,Inteligencia Artificial,2020-2,41,3.9,5.0,4.4,Se nota que sabe mucho de la materia.,Mejora
Docente_45,Bases de Datos,2020-2,26,4.3,2.7,4.0,"No explica bien, me siento perdido.",Estable
Docente_39,Ingeniería de Software,2022-2,29,2.9,3.4,3.3,Explica muy bien los temas.,Estable
Docente_49,Matemáticas Básicas,2021-1,35,3.5,3.8,2.2,La clase estuvo bien.,En riesgo
Docente_42,Programación Orientada a Objetos,2020-1,27,4.7,4.9,4.2,La clase es muy dinámica y entretenida.,Mejora
Docente_41,Bases de Datos,2022-2,33,3.6,3.7,3.8,Se nota que sabe mucho de la materia.,Estable
Docente_8,Programación Orientada a Objetos,2021-2,31,4.1,3.9,4.5,Resuelve las dudas con mucha paciencia.,Estable
Docente_39,Ingeniería de Software,2023-1,40,3.8,3.9,3.7,Los temas son difíciles pero se entienden.,Estable
Docente_29,Inteligencia Artificial,2021-1,23,3.4,3.6,4.0,Los talleres son muy útiles para aprender.,Estable
Docente_44,Estructuras de Datos,2022-2,40,4.1,2.3,4.0,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_13,Matemáticas Básicas,2023-1,26,4.2,4.6,4.2,Se nota que sabe mucho de la materia.,Mejora
Docente_26,Inteligencia Artificial,2021-2,15,4.6,4.6,3.4,Explica muy bien los temas.,Estable
Docente_36,Ingeniería de Software,2021-2,44,4.2,4.4,3.5,Se nota que sabe mucho de la materia.,Estable
Docente_30,Programación Orientada a Objetos,2022-1,37,3.2,4.5,3.4,Los talleres son muy útiles para aprender.,Estable
Docente_4,Inteligencia Artificial,2023-1,34,3.7,3.4,3.2,Cumple con el programa.,Estable
Docente_10,Matemáticas Básicas,2022-2,20,5.0,5.0,4.3,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_8,Matemáticas Básicas,2023-1,39,3.6,4.2,4.4,La clase es muy aburrida y monótona.,Estable
Docente_44,Inteligencia Artificial,2020-2,22,2.9,4.5,3.3,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_13,Ética Profesional,2022-1,24,4.1,4.4,4.1,Se podría mejorar un poco el material de estudio.,Mejora
Docente_32,Inteligencia Artificial,2021-1,28,4.1,3.9,4.1,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_39,Programación Orientada a Objetos,2022-1,38,2.8,3.7,5.0,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_27,Programación Orientada a Objetos,2023-1,40,2.1,2.5,3.0,Califica de forma injusta.,En riesgo
Docente_2,Bases de Datos,2022-1,22,3.7,4.3,3.8,Falta mucha pedagogía.,Estable
Docente_29,Programación Orientada a Objetos,2022-2,33,4.0,4.0,3.8,La clase es muy aburrida y monótona.,Estable
Docente_6,Matemáticas Básicas,2023-2,19,4.6,5.0,4.8,Los talleres son muy útiles para aprender.,Mejora
Docente_45,Inteligencia Artificial,2021-2,37,3.4,3.3,4.4,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_46,Inteligencia Artificial,2022-1,17,3.1,4.8,4.7,La clase es muy dinámica y entretenida.,Estable
Docente_36,Matemáticas Básicas,2020-1,25,3.8,3.3,2.9,La clase estuvo bien.,Estable
Docente_31,Bases de Datos,2020-1,15,4.8,4.9,3.2,Cumple con el programa.,Estable
Docente_33,Estructuras de Datos,2023-1,24,3.8,3.9,3.8,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_43,Bases de Datos,2021-1,45,3.6,3.4,2.9,Cumple con el programa.,En riesgo
Docente_3,Estructuras de Datos,2021-1,23,3.7,3.6,4.4,Los talleres son muy útiles para aprender.,Estable
Docente_33,Inteligencia Artificial,2022-2,43,2.7,2.8,2.1,La clase estuvo bien.,En riesgo
Docente_9,Matemáticas Básicas,2022-2,37,4.1,4.9,4.2,Cumple con el programa.,Mejora
Docente_28,Programación Orientada a Objetos,2022-1,18,4.4,4.5,4.1,Los talleres son muy útiles para aprender.,Mejora
Docente_3,Programación Orientada a Objetos,2023-2,42,3.5,3.8,3.8,Cumple con el programa.,Estable
Docente_48,Bases de Datos,2023-1,24,3.3,3.8,4.4,Cumple con el programa.,Estable
Docente_40,Ética Profesional,2022-1,31,4.3,4.3,4.7,Los temas son difíciles pero se entienden.,Estable
Docente_28,Programación Orientada a Objetos,2022-2,38,4.0,1.8,2.9,La clase estuvo bien.,En riesgo
Docente_49,Programación Orientada a Objetos,2023-2,16,4.5,5.0,4.4,La clase es muy dinámica y entretenida.,Mejora
Docente_10,Matemáticas Básicas,2021-2,20,4.2,4.0,3.6,"Excelente profesor, muy claro.",Estable
Docente_31,Bases de Datos,2021-1,37,3.8,4.3,3.8,La clase es muy aburrida y monótona.,Estable
Docente_28,Matemáticas Básicas,2023-2,16,3.1,4.3,2.7,La clase estuvo bien.,En riesgo
Docente_23,Ingeniería de Software,2023-2,29,2.3,3.2,2.3,La clase estuvo bien.,En riesgo
